date_of_stay,traveller_username,review_title,review_text,travel_type,traveller_country_origin,traveller_total_contributions,traveller_total_helpful_contributions,rating1,rating2
Date of stay: September 2011,dunnocolor,Good value for the money,"If you don't spend so much time at the hotel and are looking for a clean and simple standard hotel with no extra amenities, this is the hotel. The room is small, but it's clean. I stayed here with my nieces for 4 night vacation. Internet access is included in the room, which is not like more expensive hotels, which usually charge at least $10/day.   The hotel is about 10 minutes away from the Bugis MRT station, so you can't really take the MRT right to the hotel. Taxi from the airport to this hotel is pretty cheap though. At the time we went, it only costs about $15.  It would be nice if they had a swimming pool to cool down or gym.  All in all, this hotel is good. I will stay there again.",,"Vancouver, Canada",96 ,53 ,4.0,
Date of stay: August 2011,Naveen13,Centrally Located,"As usual the IBIS chain of hotel always impressess me and serves my purpose. Yet again centrally located and with easy access to the Marina Bay and China Town, IBIS Bencoolen was an ideal location for me and my family. For someone on a vacation and on a sightseeing tour of Singapore, I would definitely recommend you to stay here.",,"Mumbai, India",121 ,53 ,,4.0
Date of stay: August 2011,A308409Accormember,Check-out time for a long time,"I stayed two days with Friend,at last day I cancel that ,because I stayed to my friend's House.Ibis Beencoolen hotel has a very good location close to Bugis Centre,nearby the Albert Food Center.Breakfast is good.But check-out time use over about 30mins.I take My A-Club hotel voucher to credit my room rate,what to do he did not know,he ask the girl staff,and I stand in here to waiting about 20mins",,"Hong Kong, China",45 ,25 ,4.0,
Date of stay: September 2011,ayaarlos,Pretty Good,"I stayed at the Ibis on Bencoolen for 5 nights on a business trip.
The hotel is simple but very clean and organized.

The Room
The pictures advertised by the hotel are exactly what the room actually looks like. Small but nice looking, hard wood floors, modern bathroom and very very clean. The mattress was firm, which I didn't love, but it seemed to be good quality. Wifi is free throughout the hotel which is very practical for business travel. The only this that was lacking in the room was a mini-fridge or mini-bar, there was no where for me to store cold drinks. But there was a vending machine right next to my room, which was full of cold drinks at very affordable prices (1-1.50 SGD).

The Lobby + Front Desk
The lobby is pretty and modern and the front desk staff is very nice and go out of their way to make your stay enjoyable,

The Restaurant and Bar
The restaurant and the hotel serves a buffet breakfast for 18 SGD. A bit much for breakfast, but it had a nice selection. Food is sold all day and it was surprisingly tasty. They have a semi-fixed menu deal for 15 SGD where you choose three small dishes and that way you can taste a few different things. The bar has a happy hour deal between 17:00-20:00 with 2 for 1 drinks and the deal is valid even if you are sitting down for dinner.

Around the Hotel
The hotel is located a few minutes walk from Bugis MRT, Bugis Street and Bugis Junction. A great area to walk around in and shop. A 7-11 mini-mart is right next to the hotel and is open 24 hours. This was a life saver when I arrived at the hotel past midnight after a 30 hour trip. The 7-11 isn't cheap, but is ok for drinks and small snacks.",Trip type: Travelled on business,Tel-Aviv,163 ,56 ,4.0,
Date of stay: October 2010,daw01,great deal,"I stayed here with friends on a 4 day stopover. We found an excellent deal on the Ibis web site which was half the normal rate. The location was good for us only a short walk to eateries and finding a taxi is easy as. Rooms are typical of Ibis, very clean and basic amenities room size is adequate IMO. As we do not spend time in the room only to bath and sleep then out to explore the Ibis suits us perfectly. The staff are very friendly and more than willing to assist with your needs.",Trip type: Travelled with friends,"Mackay, Australia",211 ,40 ,5.0,
Date of stay: September 2011,A Tripadvisor Member,"Good Location, but  small room","Ibis Beencoolen hotel has a very good location, close to bugis centre, bus stop is in front of the hotel. The room  is very small, but clean. We love to dine in the hotel restaurants while we are using accor advantageplus member we got many promotions for the food. We will be staying at this hotel again if  we  go to Singapore...",Trip type: Travelled with family,"Jakarta, Indonesia",1 ,,4.0,
Date of stay: September 2011,Climber303747,Dispointed,"Actually, The Ibis Bencoolen is very good location, however
I'm very dispointed with the service of the Reception's staff (YC), she didn't give the rooms what I had booked without any appologie, just ask me to received the rooms she gave me whatever she likes.
She pretends, It was because I booked with the Accor Advantage Plus, so I have to receive the room she gave me.
I will tell you a very detail's story if You send email to respond it.",,"Surabaya, Indonesia",1 ,1 ,1.0,
Date of stay: September 2011,ANdroidity,"Very clean, pleasant, close to:  MRT station and bus stop, convenient store, tourist attractions","I've been staying two times in the hotel (2010 & 2011) with my wife. The room was very clean, with simple and modern interior design.  There is a vending machine on every floor. Convenient store (7 Eleven) is next door of the hotel. Only 5 minutes to the famous shopping street (Bugis Street). The MRT station also within few minutes to walk. Bus stop also available in front of the hotel. Sure, next time I'll be back and stay in IBIS again!",Trip type: Travelled as a couple,"Semarang, Indonesia",2 ,2 ,5.0,
Date of stay: February 2011,Compass303613,would definitely stay there again,"location wise, the hotel is ok. it is nearby 2 MRT stations & bugis junction and there is a bus station just infront. what i like most in the room where we stayed at is the big window. first, because it gave me a feeling that the room is big although it is small, second is that it gave a very good view of the scenery outside and lastly because i personally i feel suffocated in a room without or with just a small window. also, i love the wooden floor, it felt clean when i walk bare footed around the room. even without any air freshner, the room smelled clean and  the linens too, they were very white. under the beds were clean and dust-free, maybe because it is moveable, i noticed it has small wheels. room service is good. they clean the room & change linens everyday. overall, i am satisfied & happy with my stay. oh, and by the way, it is a decent hotel, no hookers hanging around, and i felt secure that only guests can go up to the rooms.  ^_^",Trip type: Travelled with friends,"Jeddah, Saudi Arabia",1 ,2 ,4.0,
Date of stay: September 2011,Marc9318,Decent but overpriced 3 star hotel,"The very basic rooms are clean and well maintained. Staff is friendly and helpful. The free internet is good. Price is steep and too high for such a basic room in a hotel without amenities, even in Singapore. Breakfast is expensive and mediocre, it is better to grab some local noodles in a nearby foodcourt or hawker centre.",Trip type: Travelled on business,"Kuala Lumpur, Malaysia",10 ,3 ,3.0,
Date of stay: August 2011,Mark C,Nice Place at nice rate,"Just came back from my vacation with my wife and two children.
Not having the best spot but just a minute away from favourite destination like orchard, to marina and sentosa.

The room and service is okay, just a little bit smal, but very clean",Trip type: Travelled with family,"Jakarta, Indonesia",1 ,2 ,4.0,
