date_of_stay,traveller_username,review_title,review_text,travel_type,traveller_country_origin,traveller_total_contributions,traveller_total_helpful_contributions,rating1,rating2
Date of stay: August 2015,Chris O,Enjoyable Stay,Centrally located within easy walking distance of quays and other points of interest. The room was well-appointed and made the best use of available space; we loved sitting in the window seat. The bed was comfortable. The staff were always most welcoming and attended to our needs beyond the call of duty. Special thanks must go to James and Khirin on the Concierge Desk.,Trip type: Travelled with family,Cairns,4 ,1 ,5.0,
Date of stay: May 2015,MeyHo,Small Room,"The room was rather small, but the main concern was the toilet. The toilet do not have a fully closed door. The top and the below part of the door wasn't covered. This is not so convenient if you are travelling with friend, no privacy if you really need to use the loo.

The hotel to Clarke Quay just walking distance.You find nice restaurant and cool bar. Good place to hang out and drinking with friend.",Trip type: Travelled on business,Malaysia,45 ,47 ,3.0,
Date of stay: June 2015,WennieWollongong,Beautiful singapore,A nice clean and modern room with a view overlooking the pool. Didn't really like the bathroom idea. Just a small wall with a basin on one side to divide the bedroom from the bathroom and frosted glass walls to divide the shower and the toilet. Had to put the tv on when someone went to the loo so could make a little privacy.,Trip type: Travelled as a couple,"Dapto, Australia",11 ,14 ,5.0,
Date of stay: August 2015,DeeJuz,"No complaints, GREAT service","Great service, great food (try the buffet breakfast), and rooms are very clean. The hotel is positioned nice and close to everything need no matter what your travel plans might be. We would stay here again.",Trip type: Travelled as a couple,"Canberra, Australia",11 ,1 ,5.0,
Date of stay: July 2015,Willie Meechan,Fantastic Position in Clarke Quay,Overall fantastic Hotel but felt room was small but would suit business overnight stop over and not a long term hotel room...but apart from that great friendly service from all staff and great location very close to MRT and China Town.,Trip type: Travelled on business,"Livingston, United Kingdom",6 ,,4.0,
Date of stay: August 2015,bananajump,A satisfied stay in Singapore,"Overall, satisfactory.
But, it will be better if there was life jacket lent service for child guest in the pool and baby stroller lent service.
location is very good. The hotel is very close to MRT Clark quay station B gate! very easy to find and go!
and the pool was good!",Trip type: Travelled with family,Seoul,2 ,,4.0,
Date of stay: August 2015,tpwhite2015,Tiny room and no real bathroom,"Pass from us..check out the bathroom thing...just not what we expect...even though we are a couple, you do want some privacy.....we had 2 rooms.. my kids (18 and 20) had a twin...they had an added feature of a modesty curtain that you pull in front of the bathroom area......aside from the crappy internet (did not expect this in singapore), everything else is probably fine.",Trip type: Travelled with family,"Kew, United Kingdom",1 ,1 ,1.0,
Date of stay: August 2015,jimmy_fung,business traveller,"stay for a day, prefect location, just right next to Clarke Quay. Small room, not suitable for family with two kids. Breakfast quality is average, simple and I believe you may found what you need. Highly recommend for single traveler",Trip type: Travelled on business,Penang,2 ,,4.0,
Date of stay: August 2015,Libby M,Stopover with great location & staff that go the extra mile,"We stayed on an overnight stop on the way to Thailand. We have visited Singapore many times & chose Park Regis on this occasion primarily due to a deal, proximity to the MRT & walking distance handy to China Town & Clark Quay.
Staff were very helpful on arrival & we found the rooms quiet & comfortable for our stay.It would be recommended to stay on the pool side of the building. As we had a flight the next day & couldn't take advantage of breakfast outside the hotel, we opted for the hotel breakfast which in retrospect was not great for the cost. The only other improvement area would be to add some lighting to the bathroom & shower area as it is very dimly lit & makes it difficult to see.
The location allowed us to take advantage of nearby Chinatown which was just a short walk away for a multitude of hawker options for dinner,shophouses & to explore the great street scenes the area has to offer.
What we will remember mostly about Park Regis was an experience that was very positive involving lost duty free we had left in the back of a taxi that took us from the airport to the hotel. A special thank you to Gaylen & the concierge team who located the lost goods from a taxi receipt & contacted the taxi company where it was located in their lost & found. The hotel took the effort to contact us by email & our duty free was waiting for us when we returned to Singapore after our Thai holiday.Thank you for your exceptional persistence & it further emphasised why we like to return to Singapore & would like to stay again at Park Regis in the future.",Trip type: Travelled as a couple,"Queensland, Australia",126 ,60 ,4.0,
Date of stay: August 2015,윤실 김,Very good location and room condition,"Very very good location : Near clarke quay , MRT station and chinatown(can walk)
and room condition was clean and comfortable.
Hotel staffs were very kind, too.
But swimming pool is small.
Overall I was satistied with this hotel.",Trip type: Travelled with friends,,5 ,,4.0,
Date of stay: August 2015,mrsrootp,Mostly good experience,"We liked most things about this hotel but we're annoyed that they took money off our credit card when we arrived even though we had prepaid.  Usually hotels take the card number but don't take out money, we will loose money when they eventually put it back in if the exchange rate has changed to our disadvantage.",Trip type: Travelled as a couple,Auckland,4 ,,4.0,
Date of stay: August 2015,Clubglenn,Great proactive staff,"Stayed just for one night as a stopover. As we'd left Sri Lanka on a 1.20am flight, we were keen for a sleep when we checked in. Room small but all facilities very well thought out. A great shower. Anyway, laid down and drilling nearby started up. We called reception to ask how long it would be on for, given our need to sleep. I know that I said I am aware they have to drill during the day, so didn't expect them to be able to do anything about it, given it was mid-afternoon and not night time. A few minutes after I called they called back to ask if we would like to move from current floor where drilling was to the top floor where we would not hear it. We were very happy about this, and even more so because this done on staff initiative, not at our request. Recognition too to the waitstaff in the casual restaurant that night (12/8). Place was very quiet but their happy and positive chatter and attitude encouraged us to have a drink and we really enjoyed conversing with them both.",Trip type: Travelled as a couple,"Sunshine Beach, Australia",222 ,127 ,5.0,
Date of stay: August 2015,DGP,Great Location - very helpfull staff,"A very good hotel in a great location - close to China Town and Clarke Quay. Good nearby travel links around town An enjoyable stay in a hotel with very friendly and helpful staff.
Was able to check out at 1400 and was given a room to shower in before the long flight home.",Trip type: Travelled as a couple,"London, United Kingdom",78 ,21 ,4.0,
